,institution,publisher,collection,years,lengthofagreement,packageprice,carnegiebasicclassification,fte,source,url,notes,value,gbpvalue,usdvalue,createdAt,created_date,_id,Latitude,Longitude
0,Western University,American Mathematical Society (AMS),MathSciNet and Consortium Database Fees,2017,1 year,"$9,756 ",,30200.0,Western Libraries,https://www.frdr.ca/repo/handle/doi:10.20383/101.033,Canadian dollars,9756.0,5560.0,7317.0,1612370000000.0,2021-02-03 1718.00,YbNekkHouHkSbS6ZD,43.0096 N,81.2737 W
1,Western University,Canadian Science Publishing,NRC Research Press Journals,2017,1 year,"$14,862 ",,30200.0,Western Libraries,https://www.frdr.ca/repo/handle/doi:10.20383/101.033,Canadian dollars,14862.0,8471.0,11146.0,1612370000000.0,2021-02-03 1718.00,iSmn86k4eFkjBxsHF,43.0096 N,81.2737 W
2,Western University,Oxford University Press (OUP),Oxford Journals Online,2017,1 year,"$96,268 ",,30200.0,Western Libraries,https://www.frdr.ca/repo/handle/doi:10.20383/101.033,Canadian dollars,96268.0,54872.0,72201.0,1612370000000.0,2021-02-03 1718.00,vYRTfmgjaf5FpHfGo,43.0096 N,81.2737 W
3,Western University,Taylor & Francis,Taylor & Francis Online Journals,2017,1 year,"$39,112 ",,30200.0,Western Libraries,https://www.frdr.ca/repo/handle/doi:10.20383/101.033,Canadian dollars,39112.0,22293.0,29334.0,1612370000000.0,2021-02-03 1718.00,NHiJ4kyF7PTQZbpDv,43.0096 N,81.2737 W
4,Western University,Elsevier,ScienceDirect,2018,1 year,"$287,720 ",,30200.0,Western Libraries,https://www.lib.uwo.ca/collections/license_costs.html,Canadian dollars,287720.0,164000.0,215790.0,1612370000000.0,2021-02-03 1718.00,suayjjouSNfqYtMty,43.0096 N,81.2737 W
5,Western University,American Institute of Physics Publishing (AIPP),Unclassified,2018,1 year,"$63,246 ",,30200.0,Western Libraries,https://www.lib.uwo.ca/collections/license_costs.html,Canadian dollars,63246.0,36050.0,47434.0,1612370000000.0,2021-02-03 1718.00,6bNtZsb7Z73hb5Hrx,43.0096 N,81.2737 W
6,Western University,Springer Nature,SpringerLink,2019,1 year,"$569,092 ",,30200.0,Western Libraries,https://www.lib.uwo.ca/collections/license_costs.html,Canadian dollars,569092.0,324382.0,426819.0,1612370000000.0,2021-02-03 1718.00,AGHndFRtzcvj6swas,43.0096 N,81.2737 W
7,Western University,Sage,Unclassified,2019,1 year,"$293,789 ",,30200.0,Western Libraries,https://www.lib.uwo.ca/collections/license_costs.html,Canadian dollars,293789.0,167459.0,220341.0,1612370000000.0,2021-02-03 1718.00,WZFBSzz9appC9ojNj,43.0096 N,81.2737 W
8,Western University,Cambridge University Press (CUP),Unclassified,2019,1 year,"$97,576 ",,30200.0,Western Libraries,https://www.lib.uwo.ca/collections/license_costs.html,Canadian dollars,97576.0,55618.0,73182.0,1612370000000.0,2021-02-03 1718.00,mAB6zPHvoLtQFg4tJ,43.0096 N,81.2737 W
9,York University,CAIRN,CAIRN Bouquet Général e-journals,2017,1 year,"$10,939 ",,52050.0,CARL Expenditure Data,https://www.frdr.ca/repo/handle/doi:10.20383/101.033,Canadian dollars,10939.0,6235.0,8204.0,1612370000000.0,2021-02-03 1718.00,d9NiTCvbSdAXyyoZE,43.7735 N,79.5019 W
10,York University,Canadian Science Publishing,NRC Research Press Journals,2017,1 year,"$14,862 ",,52050.0,CARL Expenditure Data,https://www.frdr.ca/repo/handle/doi:10.20383/101.033,Canadian dollars,14862.0,8471.0,11146.0,1612370000000.0,2021-02-03 1718.00,KdQnH8PGokM4hL8N5,43.7735 N,79.5019 W
11,Cornell University,Elsevier,Unclassified,2015,1 year,"$2,721,383 ",R1 (Doctoral Universities – Highest Research Activity),45124.0,Cornell University Library,https://ecommons.cornell.edu/handle/1813/64627,,2721383.0,2095464.0,2721383.0,1612370000000.0,2021-02-03 1718.00,MiM7poZrjiSkcgxhA,42.4534 N,76.4735 W
12,Cornell University,Springer Nature,Unclassified,2015,1 year,"$406,466 ",R1 (Doctoral Universities – Highest Research Activity),45124.0,Cornell University Library,https://ecommons.cornell.edu/handle/1813/64627,,406466.0,312978.0,406466.0,1612370000000.0,2021-02-03 1718.00,FhQGtFmQnjjNhjff5,42.4534 N,76.4735 W
13,Cornell University,American Chemical Society (ACS),Unclassified,2015,1 year,"$127,208 ",R1 (Doctoral Universities – Highest Research Activity),45124.0,Cornell University Library,https://ecommons.cornell.edu/handle/1813/64627,,127208.0,97950.0,127208.0,1612370000000.0,2021-02-03 1718.00,ptAbLQ47rmh8SFz2p,42.4534 N,76.4735 W
14,Cornell University,Elsevier,Unclassified,2017,1 year,"$3,308,057 ",R1 (Doctoral Universities – Highest Research Activity),45124.0,Cornell University Library,https://ecommons.cornell.edu/handle/1813/64627,,3308057.0,2547203.0,3308057.0,1612370000000.0,2021-02-03 1718.00,KeEeKhYwdMbDqBhn6,42.4534 N,76.4735 W
15,Cornell University,Lippincott Williams & Wilkins/Wolters Kluwer,Unclassified,2018,1 year,"$82,650 ",R1 (Doctoral Universities – Highest Research Activity),45124.0,Cornell University Library,https://ecommons.cornell.edu/handle/1813/64627,,82650.0,63640.0,82650.0,1612370000000.0,2021-02-03 1718.00,tEvQHs7yCKm7SkndP,42.4534 N,76.4735 W
16,Alabama A&M University,Elsevier,Unclassified,2009,1 year,"$292,883 ",M1 (Master's Colleges and Universities – Larger programs),6448.0,Freedom of Information Request,,,292883.0,225519.0,292883.0,1612370000000.0,2021-02-03 1718.00,LJwBEtywxRfDsMkCS,34.7838 N,86.5722 W
17,Alabama State University,Elsevier,Unclassified,2012,1 year,"$126,692 ",M2 (Master's Colleges and Universities – Medium programs),5296.0,Freedom of Information Request,,,126692.0,97552.0,126692.0,1612370000000.0,2021-02-03 1718.00,xs5niCG2wvvCTnMGt,32.3637 N,86.2940 W
18,Antioch University MIdwest,Oxford University Press (OUP),Unclassified,2014,1 year,"$2,446 ",Special Focus Four-Year (Other Special Focus Institutions),,Freedom of Information Request,,,2446.0,1883.0,2446.0,1612370000000.0,2021-02-03 1718.00,SW22Yu2MKTDGpKKTH,39.8030 N,83.9084 W
19,Ashland University,American Chemical Society (ACS),Unclassified,2014,1 year,"$1,707 ",D/PU (Doctoral/Professional Universities),37724.0,Freedom of Information Request,,,1707.0,1314.0,1707.0,1612370000000.0,2021-02-03 1718.00,hDy449pbHNCtB7hAf,40.8620 N,82.3226 W
20,Baldwin Wallace University,Wiley,Unclassified,2014,1 year,"$16,977 ",M1 (Master's Colleges and Universities – Larger programs),4284.0,Freedom of Information Request,,,16977.0,13072.0,16977.0,1612370000000.0,2021-02-03 1718.00,grdRMv25wYp6fTEpa,41.3711 N,81.8478 W
21,Barry University,Sage,Unclassified,2014,1 year,"$138,013 ",D/PU (Doctoral/Professional Universities),7064.0,Freedom of Information Request,,,138013.0,106270.0,138013.0,1612370000000.0,2021-02-03 1718.00,vpEdTS8A645WKGErA,25.8790 N,80.1966 W
22,Barry University,Taylor & Francis,Unclassified,2014,1 year,"$46,742 ",D/PU (Doctoral/Professional Universities),7064.0,Freedom of Information Request,,,46742.0,35991.0,46742.0,1612370000000.0,2021-02-03 1718.00,9KF3253Qkiqxpb63A,25.8790 N,80.1966 W
23,Boston University,Springer Nature,Unclassified,2014,1 year,"$354,645 ",R1 (Doctoral Universities – Highest Research Activity),38652.0,Freedom of Information Request,,,354645.0,273076.0,354645.0,1612370000000.0,2021-02-03 1718.00,tKD8yJ7DEyPGjibph,42.3505 N,71.1054 W
24,Bowling Green State University,Springer Nature,Unclassified,2014,1 year,"$166,469 ",R2 (Doctoral Universities – High research activity),17670.0,Freedom of Information Request,,,166469.0,128181.0,166469.0,1612370000000.0,2021-02-03 1718.00,5miXi4Whz4iBK6yor,41.3798 N,83.6301 W
25,Brandeis University,Emerald,Unclassified,2014,1 year,"$30,671 ",R1 (Doctoral Universities – Highest Research Activity),7011.0,Freedom of Information Request,,,30671.0,23616.0,30671.0,1612370000000.0,2021-02-03 1718.00,rfsKBjBmCnTkC7wSL,42.3657 N,71.2586 W
26,Brandeis University,Oxford University Press (OUP),Unclassified,2014,1 year,"$59,596 ",R1 (Doctoral Universities – Highest Research Activity),7011.0,Freedom of Information Request,,,59596.0,45888.0,59596.0,1612370000000.0,2021-02-03 1718.00,iz67XWNuMvK7yhtK2,42.3657 N,71.2586 W
27,Brown University,American Chemical Society (ACS),Unclassified,2014,1 year,"$89,178 ",R1 (Doctoral Universities – Highest Research Activity),13891.0,Freedom of Information Request,,,89178.0,68667.0,89178.0,1612370000000.0,2021-02-03 1718.00,6nwmJ3oQzus8ksyQh,41.8268 N,71.4025 W
28,Brown University,Sage,Unclassified,2014,1 year,"$156,483 ",R1 (Doctoral Universities – Highest Research Activity),13891.0,Freedom of Information Request,,,156483.0,120491.0,156483.0,1612370000000.0,2021-02-03 1718.00,4owD9zzWppoFFijA8,41.8268 N,71.4025 W
29,California Digital Library,Elsevier,Unclassified,2014,1 year,"$9,505,109 ",,,Freedom of Information Request,,,9505109.0,7318933.0,9505109.0,1612370000000.0,2021-02-03 1718.00,xbe5otPjL9sF5wXTf,,
30,California Digital Library,Elsevier,Unclassified,2018,1 year,"$10,568,757 ",,,Freedom of Information Request,,,10568757.0,8137942.0,10568757.0,1612370000000.0,2021-02-03 1718.00,SC35SeXJNJL3RNs5n,,
31,California State Polytechnic University-Pomona,American Chemical Society (ACS),Unclassified,2014,1 year,"$32,449 ",M1 (Master's Colleges and Universities – Larger programs),25730.0,Freedom of Information Request,,,32449.0,24985.0,32449.0,1612370000000.0,2021-02-03 1718.00,ndwF4fK2Jk4QCLbf6,34.0583 N,117.8218 W
32,California State Polytechnic University-Pomona,Sage,Unclassified,2014,1 year,"$40,205 ",M1 (Master's Colleges and Universities – Larger programs),25730.0,Freedom of Information Request,,,40205.0,30957.0,40205.0,1612370000000.0,2021-02-03 1718.00,Pwvi5NTCsM38sgdwC,34.0583 N,117.8218 W
33,California State University Chico,American Chemical Society (ACS),Unclassified,2014,1 year,"$29,264 ",M1 (Master's Colleges and Universities – Larger programs),18529.0,Freedom of Information Request,,,29264.0,22533.0,29264.0,1612370000000.0,2021-02-03 1718.00,YKobR4bwTgGMcH8uP,39.7288 N,121.8476 W
34,California State University Chico,Sage,Unclassified,2014,1 year,"$30,019 ",M1 (Master's Colleges and Universities – Larger programs),18529.0,Freedom of Information Request,,,30019.0,23114.0,30019.0,1612370000000.0,2021-02-03 1718.00,MiBFKx7GCaiWoWMZo,39.7288 N,121.8476 W
35,California State University East Bay,Sage,Unclassified,2014,1 year,"$44,248 ",M1 (Master's Colleges and Universities – Larger programs),15901.0,Freedom of Information Request,,,44248.0,34070.0,44248.0,1612370000000.0,2021-02-03 1718.00,JypvLfHiLiMiPBtAS,37.6571 N,122.0575 W
36,California State University Fresno,Springer Nature,Unclassified,2014,1 year,"$85,224 ",D/PU (Doctoral/Professional Universities),25117.0,Freedom of Information Request,,,85224.0,65622.0,85224.0,1612370000000.0,2021-02-03 1718.00,kmM4FBJdeoHy4Dgb4,36.8134 N,119.7461 W
37,California State University Long Beach,American Chemical Society (ACS),Unclassified,2014,1 year,"$32,449 ",M1 (Master's Colleges and Universities – Larger programs),36651.0,Freedom of Information Request,,,32449.0,24985.0,32449.0,1612370000000.0,2021-02-03 1718.00,b3peLchXQT8J5tR6t,33.7838 N,118.1141 W
38,California State University Long Beach,Emerald,Unclassified,2014,1 year,"$1,508 ",M1 (Master's Colleges and Universities – Larger programs),36651.0,Freedom of Information Request,,,1508.0,1161.0,1508.0,1612370000000.0,2021-02-03 1718.00,Wh774r9NmYA6vidgb,33.7838 N,118.1141 W
39,California State University Los Angeles,Springer Nature,Unclassified,2014,1 year,"$11,500 ",M1 (Master's Colleges and Universities – Larger programs),27480.0,Freedom of Information Request,,,11500.0,8855.0,11500.0,1612370000000.0,2021-02-03 1718.00,WnhHWTXNQQfNT2nbG,34.0668 N,118.1684 W
40,California State University Sacramento,American Chemical Society (ACS),Unclassified,2014,1 year,"$26,995 ",M1 (Master's Colleges and Universities – Larger programs),29957.0,Freedom of Information Request,,,26995.0,20786.0,26995.0,1612370000000.0,2021-02-03 1718.00,8L6H39kt4fPAXY5ba,38.5585 N,121.4218 W
41,California State University Sacramento,Emerald,Unclassified,2014,1 year,"$4,877 ",M1 (Master's Colleges and Universities – Larger programs),29957.0,Freedom of Information Request,,,4877.0,3755.0,4877.0,1612370000000.0,2021-02-03 1718.00,uHvRKEQLvbPrQzHb2,38.5585 N,121.4218 W
42,California State University San Bernadino,Springer Nature,Unclassified,2014,1 year,"$27,615 ",M1 (Master's Colleges and Universities – Larger programs),20386.0,Freedom of Information Request,,,27615.0,21263.0,27615.0,1612370000000.0,2021-02-03 1718.00,2dK5eiSQdZ4oCYtRZ,34.1814 N,117.3232 W
43,California State University San Marcos,Emerald,Unclassified,2014,1 year,"$3,584 ",M2 (Master's Colleges and Universities – Medium programs),15040.0,Freedom of Information Request,,,3584.0,2759.0,3584.0,1612370000000.0,2021-02-03 1718.00,3GeXF9GXmcbrnuLoN,33.1295 N,117.1596 W
44,California State University San Marcos,Sage,Unclassified,2014,1 year,"$45,858 ",M2 (Master's Colleges and Universities – Medium programs),15040.0,Freedom of Information Request,,,45858.0,35310.0,45858.0,1612370000000.0,2021-02-03 1718.00,gBfo9b9hme7rMkJjf,33.1295 N,117.1596 W
45,California State University San Marcos,Springer Nature,Unclassified,2014,1 year,"$13,274 ",M2 (Master's Colleges and Universities – Medium programs),15040.0,Freedom of Information Request,,,13274.0,10220.0,13274.0,1612370000000.0,2021-02-03 1718.00,cbAx4L5tHghXh8STL,33.1295 N,117.1596 W
46,California State University Stanislaus,Oxford University Press (OUP),Unclassified,2014,1 year,"$4,167 ",M1 (Master's Colleges and Universities – Larger programs),10153.0,Freedom of Information Request,,,4167.0,3208.0,4167.0,1612370000000.0,2021-02-03 1718.00,a5428H3D9zHo7aWdi,37.5252 N,120.8554 W
47,Case Western Reserve University,Cambridge University Press (CUP),Unclassified,2014,1 year,"$31,790 ",R1 (Doctoral Universities – Highest Research Activity),15455.0,Freedom of Information Request,,,31790.0,24478.0,31790.0,1612370000000.0,2021-02-03 1718.00,gD8xSQpdvqfYbH89Q,41.5043 N,81.6084 W
48,Case Western Reserve University,Oxford University Press (OUP),Unclassified,2014,1 year,"$39,583 ",R1 (Doctoral Universities – Highest Research Activity),15455.0,Freedom of Information Request,,,39583.0,30478.0,39583.0,1612370000000.0,2021-02-03 1718.00,RNsc3hx88aPhePXw3,41.5043 N,81.6084 W
49,Case Western Reserve University,Sage,Unclassified,2014,1 year,"$79,157 ",R1 (Doctoral Universities – Highest Research Activity),15455.0,Freedom of Information Request,,,79157.0,60950.0,79157.0,1612370000000.0,2021-02-03 1718.00,wLYPewhEBirnYAFv3,41.5043 N,81.6084 W
50,Cleveland State University,Wiley,Unclassified,2014,1 year,"$104,727 ",R2 (Doctoral Universities – High research activity),15104.0,Freedom of Information Request,,,104727.0,80639.0,104727.0,1612370000000.0,2021-02-03 1718.00,dFoKcNPvxPKn7ThHd,41.5028 N,81.6744 W
51,Colorado College,Elsevier,Unclassified,2013,1 year,"$149,934 ",Baccalaureate Colleges (Arts & Sciences Focus),2944.0,Freedom of Information Request,,,149934.0,115449.0,149934.0,1612370000000.0,2021-02-03 1718.00,h66CTTxqYugqYoMca,38.8492 N,104.8254 W
52,Colorado School of Mines,Elsevier,ScienceDirect - Freedom Collection,2008,1 year,"$203,946 ",R2 (Doctoral Universities – High research activity),6947.0,Freedom of Information Request,,,203946.0,157038.0,203946.0,1612370000000.0,2021-02-03 1718.00,WAAPSXAK2gkjMzh33,39.7510 N,105.2226 W
53,Colorado School of Mines,Elsevier,ScienceDirect - Freedom Collection,2010,1 year,"$224,850 ",R2 (Doctoral Universities – High research activity),6947.0,Freedom of Information Request,,,224850.0,173134.0,224850.0,1612370000000.0,2021-02-03 1718.00,syCFQDg6m6iRzKKTN,39.7510 N,105.2226 W
54,Colorado State University,Elsevier,Unclassified,2014,1 year,"$1,524,820 ",R1 (Doctoral Universities – Highest Research Activity),35072.0,Freedom of Information Request,,,1524820.0,1174111.0,1524820.0,1612370000000.0,2021-02-03 1718.00,yfXj8eKyjcnhYtx5B,40.5734 N,105.0865 W
55,Columbia University,American Chemical Society (ACS),Unclassified,2014,1 year,"$119,106 ",R1 (Doctoral Universities – Highest Research Activity),45124.0,Freedom of Information Request,,,119106.0,91711.0,119106.0,1612370000000.0,2021-02-03 1718.00,akCFfmb7G5CcL5PrY,40.8075 N,73.9626 W
56,Columbia University,Emerald,Unclassified,2014,1 year,"$71,694 ",R1 (Doctoral Universities – Highest Research Activity),45124.0,Freedom of Information Request,,,71694.0,55204.0,71694.0,1612370000000.0,2021-02-03 1718.00,N7SHJ6iYFkLih9ZNB,40.8075 N,73.9626 W
57,Cornell University,Cambridge University Press (CUP),Unclassified,2014,1 year,"$109,393 ",R1 (Doctoral Universities – Highest Research Activity),33185.0,Freedom of Information Request,,,109393.0,84232.0,109393.0,1612370000000.0,2021-02-03 1718.00,59bdRWE2ziKwpokpp,42.4534 N,76.4735 W
58,Dartmouth College,Elsevier,ScienceDirect - Freedom Collection,2014,1 year,"$1,539,647 ",R2 (Doctoral Universities – High research activity),10324.0,Freedom of Information Request,,,1539647.0,1185528.0,1539647.0,1612370000000.0,2021-02-03 1718.00,y8RyC6LgXREYfx8Kb,43.7044 N,72.2887 W
59,Dartmouth College,Wiley,Unclassified,2014,1 year,"$784,878 ",R2 (Doctoral Universities – High research activity),10324.0,Freedom of Information Request,,,784878.0,604356.0,784878.0,1612370000000.0,2021-02-03 1718.00,owbSfxaaERWGkqeec,43.7044 N,72.2887 W
60,Eastern Oregon University,Cambridge University Press (CUP),Unclassified,2014,1 year,"$5,529 ",M3 (Master's Colleges and Universities – Smaller programs),2617.0,Freedom of Information Request,,,5529.0,4257.0,5529.0,1612370000000.0,2021-02-03 1718.00,7TeWXtWypPTBTm3YE,45.3187 N,118.0917 W
61,Emory University,Emerald,Unclassified,2014,1 year,"$63,442 ",R1 (Doctoral Universities – Highest Research Activity),24553.0,Freedom of Information Request,,,63442.0,48850.0,63442.0,1612370000000.0,2021-02-03 1718.00,L7F4ieBxvk7HkjuFP,33.7971 N,84.3222 W
62,Emory University,Springer Nature,Unclassified,2014,1 year,"$715,230 ",R1 (Doctoral Universities – Highest Research Activity),24553.0,Freedom of Information Request,,,715230.0,550727.0,715230.0,1612370000000.0,2021-02-03 1718.00,A5Pgn2BAEWdqx5wgy,33.7971 N,84.3222 W
63,Florida A&M University,Elsevier,ScienceDirect - Freedom Collection,2016,1 year,"$407,841 ",R2 (Doctoral Universities – High research activity),10790.0,Freedom of Information Request,,,407841.0,314037.0,407841.0,1612370000000.0,2021-02-03 1718.00,MmMFTfwxC3PMSYkNw,30.4269 N,84.2851 W
64,Florida Atlantic University,Wiley,Unclassified,2014,1 year,"$293,233 ",R2 (Doctoral Universities – High research activity),26237.0,Freedom of Information Request,,,293233.0,225789.0,293233.0,1612370000000.0,2021-02-03 1718.00,8A33NnrsRBLEFpyw8,26.3750 N,80.1011 W
65,Florida Atlantic University,Elsevier,ScienceDirect - Freedom Collection,2016,1 year,"$286,388 ",R2 (Doctoral Universities – High research activity),26237.0,Freedom of Information Request,,,286388.0,220518.0,286388.0,1612370000000.0,2021-02-03 1718.00,HtDBk5C4rNanDiYFE,26.3750 N,80.1011 W
66,Florida Gulf Coast University,Springer Nature,Unclassified,2014,1 year,"$27,435 ",M1 (Master's Colleges and Universities – Larger programs),14283.0,Freedom of Information Request,,,27435.0,21124.0,27435.0,1612370000000.0,2021-02-03 1718.00,hFEmLxnsyMest6ugZ,26.4637 N,81.7753 W
67,Florida Institute of Technology,Taylor & Francis,Unclassified,2014,1 year,"$16,362 ",R2 (Doctoral Universities – High research activity),6441.0,Freedom of Information Request,,,16362.0,12598.0,16362.0,1612370000000.0,2021-02-03 1718.00,Yxjv6HrbnMvPtZaTH,28.0647 N,80.6230 W
68,Florida International University,Cambridge University Press (CUP),Unclassified,2014,1 year,"$41,784 ",R1 (Doctoral Universities – Highest Research Activity),47985.0,Freedom of Information Request,,,41784.0,32173.0,41784.0,1612370000000.0,2021-02-03 1718.00,wnR8yTG5CQiZZrHzX,25.7632 N,80.1910 W
69,Florida State University,Emerald,Unclassified,2014,1 year,"$38,945 ",R1 (Doctoral Universities – Highest Research Activity),44119.0,Freedom of Information Request,,,38945.0,29987.0,38945.0,1612370000000.0,2021-02-03 1718.00,jBfRnc3CgXq3whxZF,30.4419 N,84.2985 W
70,Franciscan University of Steubenville,Cambridge University Press (CUP),Unclassified,2014,1 year,"$2,906 ",M2 (Master's Colleges and Universities – Medium programs),2817.0,Freedom of Information Request,,,2906.0,2237.0,2906.0,1612370000000.0,2021-02-03 1718.00,7M48MaevuoEBhgtgA,40.3772 N,80.6244 W
71,Georgetown University,Oxford University Press (OUP),Unclassified,2014,1 year,"$103,168 ",R1 (Doctoral Universities – Highest Research Activity),21761.0,Freedom of Information Request,,,103168.0,79439.0,103168.0,1612370000000.0,2021-02-03 1718.00,8je5RuexC4XuLjzSz,38.9076 N,77.0723 W
72,Georgetown University,Springer Nature,Unclassified,2014,1 year,"$458,725 ",R1 (Doctoral Universities – Highest Research Activity),21761.0,Freedom of Information Request,,,458725.0,353218.0,458725.0,1612370000000.0,2021-02-03 1718.00,yxodJfWY24WEXhJcL,38.9076 N,77.0723 W
73,Georgia Institute of Technology,Cambridge University Press (CUP),Unclassified,2014,1 year,"$39,170 ",R1 (Doctoral Universities – Highest Research Activity),31117.0,Freedom of Information Request,,,39170.0,30160.0,39170.0,1612370000000.0,2021-02-03 1718.00,FhR2PgXthivXoZ5ad,33.7756 N,84.3963 W
74,Georgia State University,Elsevier,ScienceDirect - Freedom Collection,2012,1 year,"$1,068,776 ",R1 (Doctoral Universities – Highest Research Activity),33269.0,Freedom of Information Request,,,1068776.0,822957.0,1068776.0,1612370000000.0,2021-02-03 1718.00,SevAiEppAZz4YeSWe,33.7531 N,84.3853 W
75,Georgia State University,Elsevier,ScienceDirect - Freedom Collection,2013,1 year,"$1,127,558 ",R1 (Doctoral Universities – Highest Research Activity),33269.0,Freedom of Information Request,,,1127558.0,868219.0,1127558.0,1612370000000.0,2021-02-03 1718.00,K9z3KwfcMLTKYK7rn,33.7531 N,84.3853 W
76,Harvard University,American Chemical Society (ACS),Unclassified,2014,1 year,"$140,943 ",R1 (Doctoral Universities – Highest Research Activity),42166.0,Freedom of Information Request,,,140943.0,108526.0,140943.0,1612370000000.0,2021-02-03 1718.00,zw7Rcdv7H5sMjNg58,42.3770 N,71.1167 W
77,Harvard University,Springer Nature,Unclassified,2014,1 year,"$872,630 ",R1 (Doctoral Universities – Highest Research Activity),42166.0,Freedom of Information Request,,,872630.0,671925.0,872630.0,1612370000000.0,2021-02-03 1718.00,BkQQEHSvqJHPqGkwi,42.3770 N,71.1167 W
78,Harvard University,Wiley,Unclassified,2014,1 year,"$1,117,718 ",R1 (Doctoral Universities – Highest Research Activity),42166.0,Freedom of Information Request,,,1117718.0,860642.0,1117718.0,1612370000000.0,2021-02-03 1718.00,s9BSW7Y8DyPJJHAwv,42.3770 N,71.1167 W
79,Humboldt State University ,Springer Nature,Unclassified,2014,1 year,"$34,857 ",M2 (Master's Colleges and Universities – Medium programs),9060.0,Freedom of Information Request,,,34857.0,26839.0,34857.0,1612370000000.0,2021-02-03 1718.00,FdKGpaHMstWNA6Mm6,40.8747 N,124.0789 W
80,Indiana University-Purdue University-Fort Wayne,Wiley,Unclassified,2014,1 year,"$66,401 ",M1 (Master's Colleges and Universities – Larger programs),8897.0,Freedom of Information Request,,,66401.0,51128.0,66401.0,1612370000000.0,2021-02-03 1718.00,o8yFecNE7qyhujDXp,41.1173 N,85.1078 W
81,Iowa State University,Elsevier,ScienceDirect - Freedom Collection,2008,1 year,"$1,590,593 ",R1 (Doctoral Universities – Highest Research Activity),39989.0,Freedom of Information Request,,,1590593.0,1224756.0,1590593.0,1612370000000.0,2021-02-03 1718.00,6N52R9PPzfyZ9M2XB,42.0267 N,93.6465 W
82,Iowa State University,Elsevier,ScienceDirect - Freedom Collection,2015,1 year,"$2,233,596 ",R1 (Doctoral Universities – Highest Research Activity),39989.0,Freedom of Information Request,,,2233596.0,1719868.0,2233596.0,1612370000000.0,2021-02-03 1718.00,zYjqdP9yjz46g4deE,42.0267 N,93.6465 W
83,Jacksonville State University,Elsevier,Unclassified,2012,1 year,"$36,823 ",M1 (Master's Colleges and Universities – Larger programs),7834.0,Freedom of Information Request,,,36823.0,28353.0,36823.0,1612370000000.0,2021-02-03 1718.00,MJwpRZSf4GWZDCbEh,33.8231 N,85.7682 W
84,Jacksonville State University,Elsevier,Unclassified,2014,1 year,"$46,397 ",M1 (Master's Colleges and Universities – Larger programs),7834.0,Freedom of Information Request,,,46397.0,35725.0,46397.0,1612370000000.0,2021-02-03 1718.00,FzoQ4zrAjkb7DbzJR,33.8231 N,85.7682 W
85,Johns Hopkins University,Sage,Unclassified,2014,1 year,"$218,146 ",R1 (Doctoral Universities – Highest Research Activity),36270.0,Freedom of Information Request,,,218146.0,167972.0,218146.0,1612370000000.0,2021-02-03 1718.00,iGbLWcFzhq3TPw5bc,39.3299 N,76.6205 W
86,Kent State University,Sage,Unclassified,2014,1 year,"$75,990 ",R2 (Doctoral Universities – High research activity),28519.0,Freedom of Information Request,,,75990.0,58512.0,75990.0,1612370000000.0,2021-02-03 1718.00,Gp2nskfTn2rwQ7FEn,41.1456 N,81.3393 W
87,Louisiana State University,Elsevier,ScienceDirect - Freedom Collection,2012,1 year,"$1,362,392 ",M2 (Master's Colleges and Universities – Medium programs),34189.0,Freedom of Information Request,,,1362392.0,1049041.0,1362392.0,1612370000000.0,2021-02-03 1718.00,nLBhpvash6KASWC7i,30.4133 N,91.1800 W
88,Louisiana State University,Elsevier,ScienceDirect - Freedom Collection,2013,1 year,"$1,430,512 ",M2 (Master's Colleges and Universities – Medium programs),34189.0,Freedom of Information Request,,,1430512.0,1101494.0,1430512.0,1612370000000.0,2021-02-03 1718.00,jPCaCiYYk9z3yQS5T,30.4133 N,91.1800 W
89,Malone University,Cambridge University Press (CUP),Unclassified,2014,1 year,"$2,090 ",M2 (Master's Colleges and Universities – Medium programs),1686.0,Freedom of Information Request,,,2090.0,1609.0,2090.0,1612370000000.0,2021-02-03 1718.00,qnDnZRX4k68F2yQ2Q,40.8274 N,81.3790 W
90,Malone University,Elsevier,Unclassified,2014,1 year,"$13,354 ",M2 (Master's Colleges and Universities – Medium programs),1686.0,Freedom of Information Request,,,13354.0,10282.0,13354.0,1612370000000.0,2021-02-03 1718.00,5Bqzov9HrFEAqHSaJ,40.8274 N,81.3790 W
91,Malone University,Oxford University Press (OUP),Unclassified,2014,1 year,$920 ,M2 (Master's Colleges and Universities – Medium programs),1686.0,Freedom of Information Request,,,920.0,708.0,920.0,1612370000000.0,2021-02-03 1718.00,veNBf7qoEBJZbWsdt,40.8274 N,81.3790 W
92,Mercy College,Cambridge University Press (CUP),Unclassified,2014,1 year,"$4,843 ",M1 (Master's Colleges and Universities – Larger programs),8416.0,Freedom of Information Request,,,4843.0,3729.0,4843.0,1612370000000.0,2021-02-03 1718.00,R3i9FR6kvy9qrkDCT,41.0221 N,73.8745 W
93,Mercy College,Elsevier,Unclassified,2014,1 year,"$9,674 ",M1 (Master's Colleges and Universities – Larger programs),8416.0,Freedom of Information Request,,,9674.0,7448.0,9674.0,1612370000000.0,2021-02-03 1718.00,cjvqgsQhwJamPDFDM,41.0221 N,73.8745 W
